Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
0.0000	1.3801	0.0030	5.9949	1.0000	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.014574	0.000510	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016187	0.000537	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.016384	0.000542	Migration -- Metastasis -- EMT -- Invasion	0.015787	0.000534	Apoptosis	0.017109	0.000553	<nil>	0.017969	0.000567	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.015774	0.000532	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.014521	0.000510	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.014984	0.000518	Migration -- EMT -- CellCycleArrest	0.014710	0.000513	EMT -- Invasion	0.017505	0.000559	Invasion -- CellCycleArrest	0.018611	0.000575	Migration -- Metastasis	0.016260	0.000540	Metastasis -- CellCycleArrest	0.016512	0.000544	Migration -- Invasion	0.015332	0.000524	Metastasis -- EMT	0.015947	0.000533	Migration	0.014974	0.000517	EMT	0.017486	0.000558	CellCycleArrest	0.017715	0.000562	Migration -- Apoptosis -- CellCycleArrest	0.013655	0.000493	Metastasis -- Apoptosis	0.015499	0.000527	Invasion -- Apoptosis	0.017221	0.000556	Migration -- EMT -- Apoptosis	0.013018	0.000482	EMT -- Apoptosis -- CellCycleArrest	0.016244	0.000541	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.015759	0.000530	Metastasis	0.016178	0.000536	Invasion	0.018461	0.000575	EMT -- CellCycleArrest	0.016805	0.000548	Migration -- EMT	0.013575	0.000489	Migration -- CellCycleArrest	0.014710	0.000513	EMT -- Apoptosis	0.015715	0.000530	Apoptosis -- CellCycleArrest	0.016936	0.000550	Migration -- Apoptosis	0.014023	0.000500	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.014317	0.000505	Metastasis -- EMT -- Invasion -- Apoptosis	0.014729	0.000511	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.015584	0.000527	Migration -- Metastasis -- Invasion -- Apoptosis	0.015466	0.000525	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.013440	0.000487	Migration -- EMT -- Invasion -- CellCycleArrest	0.014459	0.000509	Metastasis -- EMT -- Invasion	0.015898	0.000534	Migration -- Metastasis -- EMT -- CellCycleArrest	0.015640	0.000530	Metastasis -- Invasion -- CellCycleArrest	0.016840	0.000548	Migration -- Metastasis -- Invasion	0.017059	0.000553	Migration -- Metastasis -- EMT	0.016097	0.000539	Metastasis -- EMT -- CellCycleArrest	0.015633	0.000529	Migration -- EMT -- Invasion	0.014428	0.000509	EMT -- Invasion -- CellCycleArrest	0.017633	0.000560	Migration -- Invasion -- CellCycleArrest	0.015160	0.000522	Migration -- Metastasis -- CellCycleArrest	0.016354	0.000543	Metastasis -- Invasion	0.016891	0.000550	EMT -- Invasion -- Apoptosis	0.016135	0.000537	Migration -- Invasion -- Apoptosis	0.013523	0.000490	Migration -- Metastasis -- Apoptosis	0.015083	0.000521	Metastasis -- EMT -- Apoptosis	0.014606	0.000510	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.013100	0.000484	Metastasis -- Apoptosis -- CellCycleArrest	0.014826	0.000515	Invasion -- Apoptosis -- CellCycleArrest	0.016879	0.000550	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.014329	0.000505	Migration -- Metastasis -- EMT -- Apoptosis	0.014403	0.000508	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.016211	0.000539	Metastasis -- Invasion -- Apoptosis	0.015330	0.000523	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.015535	0.000529	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.014535	0.000508	Migration -- EMT -- Invasion -- Apoptosis	0.013735	0.000495
0.1000	1.2372	0.0031	5.9613	1.0000	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.013480	0.000495	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.017709	0.000567	Migration -- Metastasis -- EMT -- Invasion	0.016081	0.000541	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016722	0.000548	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.013367	0.000492	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.012914	0.000482	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.015596	0.000531	Apoptosis	0.019473	0.000594	Migration -- EMT -- Invasion -- Apoptosis	0.009977	0.000423	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.011476	0.000454	Migration -- Metastasis -- EMT -- Apoptosis	0.012609	0.000478	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.012859	0.000480	Metastasis -- Invasion -- Apoptosis	0.014859	0.000516	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.017270	0.000560	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.014632	0.000516	Migration	0.013472	0.000492	CellCycleArrest	0.022965	0.000644	EMT	0.020193	0.000603	<nil>	0.023005	0.000642	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016407	0.000546	Metastasis -- Apoptosis	0.014700	0.000514	Invasion -- Apoptosis	0.019677	0.000598	Migration -- EMT -- Apoptosis	0.009217	0.000409	Migration -- Apoptosis -- CellCycleArrest	0.010773	0.000440	EMT -- Apoptosis -- CellCycleArrest	0.016871	0.000552	Invasion -- Apoptosis -- CellCycleArrest	0.019274	0.000590	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.009304	0.000409	EMT -- Invasion -- Apoptosis	0.016716	0.000549	Migration -- Invasion -- Apoptosis	0.010736	0.000440	Metastasis -- EMT -- Apoptosis	0.012237	0.000466	Migration -- Metastasis -- Apoptosis	0.013990	0.000504	Metastasis -- Apoptosis -- CellCycleArrest	0.014709	0.000513	Metastasis	0.017773	0.000565	Invasion	0.024800	0.000668	EMT -- CellCycleArrest	0.019757	0.000596	Migration -- EMT	0.011023	0.000445	Migration -- CellCycleArrest	0.013733	0.000498	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.012629	0.000479	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.015161	0.000520	Migration -- Metastasis -- Invasion -- Apoptosis	0.014811	0.000517	Metastasis -- EMT -- Invasion -- Apoptosis	0.013308	0.000488	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.009695	0.000417	EMT -- Apoptosis	0.015876	0.000536	Apoptosis -- CellCycleArrest	0.018899	0.000583	Migration -- Apoptosis	0.010435	0.000433	Metastasis -- EMT -- Invasion	0.016281	0.000538	Migration -- EMT -- Invasion -- CellCycleArrest	0.012494	0.000473	Metastasis -- Invasion -- CellCycleArrest	0.019138	0.000587	Migration -- Metastasis -- EMT -- CellCycleArrest	0.015773	0.000532	Migration -- Metastasis -- Invasion	0.018304	0.000576	Metastasis -- EMT -- CellCycleArrest	0.016162	0.000537	EMT -- Invasion -- CellCycleArrest	0.021479	0.000621	Migration -- Invasion -- CellCycleArrest	0.013937	0.000502	Migration -- Metastasis -- CellCycleArrest	0.016769	0.000550	Migration -- EMT -- Invasion	0.012396	0.000469	Metastasis -- Invasion	0.018775	0.000581	Migration -- Metastasis -- EMT	0.015372	0.000527	Migration -- EMT -- CellCycleArrest	0.011793	0.000460	Invasion -- CellCycleArrest	0.023502	0.000650	Migration -- Metastasis	0.017401	0.000560	Metastasis -- CellCycleArrest	0.018117	0.000569	Migration -- Invasion	0.014306	0.000507	EMT -- Invasion	0.020992	0.000614	Metastasis -- EMT	0.015840	0.000532
0.2000	1.1147	0.0032	5.9075	1.0000	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.012397	0.000475	Apoptosis	0.020644	0.000613	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.014837	0.000517	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.011318	0.000452	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.011565	0.000456	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.019314	0.000590	Migration -- Metastasis -- EMT -- Invasion	0.015649	0.000532	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016692	0.000549	<nil>	0.028065	0.000713	Migration	0.011987	0.000467	CellCycleArrest	0.028148	0.000715	EMT	0.022618	0.000640	Migration -- EMT -- Invasion -- Apoptosis	0.007273	0.000363	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.014329	0.000509	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.009064	0.000404	Migration -- Metastasis -- EMT -- Apoptosis	0.010811	0.000443	Metastasis -- Invasion -- Apoptosis	0.014165	0.000506	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.017892	0.000571	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.011775	0.000462	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016867	0.000556	Metastasis -- EMT -- Invasion	0.016529	0.000547	Migration -- EMT -- Invasion -- CellCycleArrest	0.010602	0.000439	Metastasis -- Invasion -- CellCycleArrest	0.020565	0.000609	Migration -- Metastasis -- EMT -- CellCycleArrest	0.014992	0.000522	Migration -- Metastasis -- Invasion	0.019438	0.000594	Invasion -- Apoptosis	0.020940	0.000618	EMT -- Apoptosis -- CellCycleArrest	0.017370	0.000561	Migration -- EMT -- Apoptosis	0.006585	0.000348	Metastasis -- Apoptosis	0.013154	0.000487	Migration -- Apoptosis -- CellCycleArrest	0.008463	0.000390	EMT -- CellCycleArrest	0.023178	0.000650	Invasion	0.030003	0.000737	Migration -- EMT	0.009388	0.000413	Metastasis	0.019510	0.000595	Migration -- CellCycleArrest	0.012631	0.000481	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.011045	0.000447	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.014634	0.000513	Migration -- Metastasis -- Invasion -- Apoptosis	0.014006	0.000503	Metastasis -- EMT -- Invasion -- Apoptosis	0.011648	0.000459	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.007275	0.000364	EMT -- Apoptosis	0.015975	0.000537	Apoptosis -- CellCycleArrest	0.020962	0.000618	Migration -- Apoptosis	0.007875	0.000380	EMT -- Invasion -- CellCycleArrest	0.025086	0.000674	Metastasis -- Invasion	0.019913	0.000600	Migration -- Invasion -- CellCycleArrest	0.012613	0.000478	Migration -- Metastasis -- CellCycleArrest	0.017468	0.000562	Migration -- EMT -- Invasion	0.010283	0.000431	Metastasis -- EMT -- CellCycleArrest	0.016691	0.000548	Migration -- Metastasis -- EMT	0.014745	0.000518	Migration -- EMT -- CellCycleArrest	0.009550	0.000417	Migration -- Invasion	0.012493	0.000475	Invasion -- CellCycleArrest	0.029144	0.000726	Migration -- Metastasis	0.018006	0.000571	Metastasis -- CellCycleArrest	0.019604	0.000595	EMT -- Invasion	0.024350	0.000665	Metastasis -- EMT	0.015601	0.000529	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.006942	0.000355	EMT -- Invasion -- Apoptosis	0.017216	0.000560	Migration -- Invasion -- Apoptosis	0.008826	0.000402	Metastasis -- EMT -- Apoptosis	0.010735	0.000440	Migration -- Metastasis -- Apoptosis	0.012956	0.000484	Metastasis -- Apoptosis -- CellCycleArrest	0.014439	0.000512	Invasion -- Apoptosis -- CellCycleArrest	0.021162	0.000619
0.3000	1.0105	0.0032	5.8414	1.0000	Apoptosis	0.021234	0.000625	<nil>	0.033251	0.000777	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.011395	0.000457	Migration -- Apoptosis	0.006234	0.000338	EMT -- Apoptosis	0.015935	0.000541	Apoptosis -- CellCycleArrest	0.022593	0.000644	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.019926	0.000601	Migration -- Metastasis -- EMT -- Invasion	0.015346	0.000527	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016960	0.000555	Migration -- Metastasis -- EMT	0.013922	0.000506	Metastasis -- EMT -- CellCycleArrest	0.016897	0.000555	EMT -- Invasion -- CellCycleArrest	0.028347	0.000718	Migration -- Metastasis -- CellCycleArrest	0.018398	0.000579	Metastasis -- Invasion	0.020479	0.000608	Migration -- EMT -- Invasion	0.008298	0.000390	Migration -- Invasion -- CellCycleArrest	0.011328	0.000456	Migration	0.010760	0.000443	EMT	0.024790	0.000673	CellCycleArrest	0.033910	0.000784	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.017164	0.000560	Metastasis -- Apoptosis	0.012641	0.000481	Invasion -- Apoptosis	0.021484	0.000629	EMT -- Apoptosis -- CellCycleArrest	0.017369	0.000564	Migration -- EMT -- Apoptosis	0.005105	0.000306	Migration -- Apoptosis -- CellCycleArrest	0.006626	0.000349	Migration -- EMT -- Invasion -- CellCycleArrest	0.008929	0.000403	Metastasis -- Invasion -- CellCycleArrest	0.022027	0.000630	Migration -- Metastasis -- EMT -- CellCycleArrest	0.014339	0.000512	Migration -- Metastasis -- Invasion	0.019809	0.000601	Metastasis -- EMT -- Invasion	0.016766	0.000552	EMT -- CellCycleArrest	0.026306	0.000695	Invasion	0.034988	0.000797	Migration -- EMT	0.007791	0.000377	Metastasis	0.020198	0.000607	Migration -- CellCycleArrest	0.011249	0.000456	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.009856	0.000424	Metastasis -- EMT -- Invasion -- Apoptosis	0.010131	0.000427	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.014308	0.000508	Migration -- Metastasis -- Invasion -- Apoptosis	0.012083	0.000470	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.005798	0.000326	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.013654	0.000500	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.011452	0.000455	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.009172	0.000410	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.004970	0.000301	EMT -- Invasion -- Apoptosis	0.017192	0.000562	Migration -- Invasion -- Apoptosis	0.006766	0.000352	Metastasis -- EMT -- Apoptosis	0.009200	0.000407	Migration -- Metastasis -- Apoptosis	0.011650	0.000459	Metastasis -- Apoptosis -- CellCycleArrest	0.014288	0.000509	Invasion -- Apoptosis -- CellCycleArrest	0.023060	0.000650	Migration -- EMT -- CellCycleArrest	0.008561	0.000397	Invasion -- CellCycleArrest	0.034816	0.000794	Migration -- Metastasis	0.018516	0.000582	Metastasis -- CellCycleArrest	0.021103	0.000619	EMT -- Invasion	0.027312	0.000705	Metastasis -- EMT	0.015559	0.000532	Migration -- Invasion	0.010437	0.000436	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.013952	0.000505	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.010689	0.000440	Migration -- Metastasis -- EMT -- Apoptosis	0.009031	0.000408	Metastasis -- Invasion -- Apoptosis	0.013106	0.000486	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.017759	0.000568	Migration -- EMT -- Invasion -- Apoptosis	0.005506	0.000319	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.007277	0.000363
0.4000	0.9218	0.0032	5.7660	1.0000	Apoptosis	0.021387	0.000628	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.010065	0.000430	<nil>	0.038575	0.000838	CellCycleArrest	0.040500	0.000856	Migration	0.009492	0.000416	EMT	0.027324	0.000707	EMT -- CellCycleArrest	0.029156	0.000730	Migration -- CellCycleArrest	0.009832	0.000425	Invasion	0.038912	0.000841	Migration -- EMT	0.006224	0.000338	Metastasis	0.021110	0.000618	Migration -- Metastasis -- EMT	0.013456	0.000495	Metastasis -- EMT -- CellCycleArrest	0.016895	0.000556	EMT -- Invasion -- CellCycleArrest	0.031556	0.000757	Migration -- Metastasis -- CellCycleArrest	0.018814	0.000587	Migration -- EMT -- Invasion	0.007076	0.000361	Migration -- Invasion -- CellCycleArrest	0.009718	0.000421	Metastasis -- Invasion	0.021252	0.000619	Migration -- Metastasis -- EMT -- Invasion	0.014495	0.000516	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.020305	0.000608	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.017466	0.000564	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016527	0.000550	Metastasis -- Apoptosis	0.011878	0.000465	Invasion -- Apoptosis	0.021342	0.000627	Migration -- EMT -- Apoptosis	0.003637	0.000257	EMT -- Apoptosis -- CellCycleArrest	0.017594	0.000570	Migration -- Apoptosis -- CellCycleArrest	0.005636	0.000323	Migration -- Metastasis -- Invasion	0.019228	0.000594	Migration -- EMT -- Invasion -- CellCycleArrest	0.007628	0.000373	Metastasis -- Invasion -- CellCycleArrest	0.022962	0.000647	Migration -- Metastasis -- EMT -- CellCycleArrest	0.014335	0.000511	Metastasis -- EMT -- Invasion	0.016504	0.000546	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.013965	0.000505	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.008877	0.000403	Metastasis -- EMT -- Invasion -- Apoptosis	0.009202	0.000411	Migration -- Metastasis -- Invasion -- Apoptosis	0.010401	0.000436	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.004506	0.000286	Migration -- EMT -- Invasion -- Apoptosis	0.004157	0.000278	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.005782	0.000323	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.012590	0.000480	Migration -- Metastasis -- EMT -- Apoptosis	0.007792	0.000379	Metastasis -- Invasion -- Apoptosis	0.011941	0.000466	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.010206	0.000431	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.017761	0.000571	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.003797	0.000264	Metastasis -- EMT -- Apoptosis	0.007902	0.000379	EMT -- Invasion -- Apoptosis	0.016642	0.000553	Metastasis -- Apoptosis -- CellCycleArrest	0.014380	0.000511	Migration -- Invasion -- Apoptosis	0.005169	0.000308	Migration -- Metastasis -- Apoptosis	0.010370	0.000436	Invasion -- Apoptosis -- CellCycleArrest	0.024581	0.000673	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.012489	0.000479	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.010122	0.000428	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.007635	0.000373	Migration -- Metastasis	0.018841	0.000588	Metastasis -- CellCycleArrest	0.022448	0.000641	Invasion -- CellCycleArrest	0.040258	0.000855	EMT -- Invasion	0.030471	0.000744	Metastasis -- EMT	0.015777	0.000536	Migration -- Invasion	0.009115	0.000410	Migration -- EMT -- CellCycleArrest	0.007360	0.000368	Apoptosis -- CellCycleArrest	0.024227	0.000666	EMT -- Apoptosis	0.015542	0.000534	Migration -- Apoptosis	0.004811	0.000296
0.5000	0.8434	0.0031	5.6854	1.0000	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.009094	0.000411	<nil>	0.043316	0.000885	Migration -- Metastasis -- EMT -- Invasion -- CellCycleArrest	0.016300	0.000548	Migration -- Apoptosis	0.003612	0.000257	Apoptosis -- CellCycleArrest	0.025913	0.000690	EMT -- Apoptosis	0.015122	0.000527	Apoptosis	0.021543	0.000628	Migration -- Metastasis -- EMT -- Invasion	0.013693	0.000501	Migration -- Metastasis -- Invasion -- CellCycleArrest	0.020119	0.000608	Metastasis -- EMT -- Invasion -- CellCycleArrest	0.017409	0.000561	Metastasis -- Apoptosis	0.010788	0.000443	Migration -- EMT -- Apoptosis	0.002650	0.000217	Invasion -- Apoptosis	0.020942	0.000620	EMT -- Apoptosis -- CellCycleArrest	0.017963	0.000577	Migration -- Apoptosis -- CellCycleArrest	0.004722	0.000294	CellCycleArrest	0.047566	0.000926	EMT	0.030074	0.000742	Migration	0.008210	0.000388	Migration -- EMT -- Apoptosis -- CellCycleArrest	0.003209	0.000241	Metastasis -- Apoptosis -- CellCycleArrest	0.014496	0.000515	EMT -- Invasion -- Apoptosis	0.015527	0.000535	Invasion -- Apoptosis -- CellCycleArrest	0.025207	0.000681	Migration -- Invasion -- Apoptosis	0.003928	0.000270	Migration -- Metastasis -- Apoptosis	0.009518	0.000418	Metastasis -- EMT -- Apoptosis	0.007082	0.000359	Migration -- Metastasis -- Invasion	0.018550	0.000582	Migration -- EMT -- Invasion -- CellCycleArrest	0.006348	0.000342	Migration -- Metastasis -- EMT -- CellCycleArrest	0.014105	0.000510	Metastasis -- Invasion -- CellCycleArrest	0.023114	0.000646	Metastasis -- EMT -- Invasion	0.016194	0.000546	Migration -- Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.008031	0.000384	Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.013292	0.000491	Migration -- Metastasis -- Invasion -- Apoptosis	0.008753	0.000402	Metastasis -- EMT -- Invasion -- Apoptosis	0.008315	0.000392	Migration -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.003433	0.000252	Metastasis -- EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.009250	0.000412	Migration -- Metastasis -- Invasion -- Apoptosis -- CellCycleArrest	0.011279	0.000458	Migration -- Metastasis -- EMT -- Invasion -- Apoptosis	0.006541	0.000347	Migration -- CellCycleArrest	0.008460	0.000396	Invasion	0.042409	0.000877	EMT -- CellCycleArrest	0.032955	0.000775	Migration -- EMT	0.005004	0.000302	Metastasis	0.021818	0.000628	Migration -- EMT -- Invasion -- Apoptosis	0.003184	0.000241	Migration -- Invasion -- Apoptosis -- CellCycleArrest	0.004645	0.000293	Migration -- Metastasis -- EMT -- Apoptosis	0.006545	0.000346	Metastasis -- EMT -- Apoptosis -- CellCycleArrest	0.009676	0.000423	Migration -- Metastasis -- Apoptosis -- CellCycleArrest	0.011356	0.000456	Metastasis -- Invasion -- Apoptosis	0.010207	0.000429	EMT -- Invasion -- Apoptosis -- CellCycleArrest	0.017938	0.000576	EMT -- Invasion	0.032358	0.000769	Metastasis -- CellCycleArrest	0.023948	0.000660	Invasion -- CellCycleArrest	0.044897	0.000901	Metastasis -- EMT	0.015933	0.000540	Migration -- Metastasis	0.018779	0.000587	Migration -- Invasion	0.007704	0.000376	Migration -- EMT -- CellCycleArrest	0.006125	0.000337	Migration -- Metastasis -- CellCycleArrest	0.019576	0.000601	Metastasis -- Invasion	0.021810	0.000629	Metastasis -- EMT -- CellCycleArrest	0.017050	0.000557	Migration -- Invasion -- CellCycleArrest	0.008193	0.000389	EMT -- Invasion -- CellCycleArrest	0.035013	0.000799	Migration -- EMT -- Invasion	0.006187	0.000336	Migration -- Metastasis -- EMT	0.013020	0.000488
