Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Apoptosis--CellCycleArrest]	ErrProb[Migration--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[EMT]	ErrProb[EMT]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Metastasis--Apoptosis]	ErrProb[Metastasis--Apoptosis]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[Metastasis--EMT--Apoptosis]	ErrProb[Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Apoptosis]	ErrProb[Migration--Apoptosis]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis]	ErrProb[Metastasis--Invasion--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--Apoptosis]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion--CellCycleArrest]	ErrProb[EMT--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--CellCycleArrest]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Apoptosis]	ErrProb[Apoptosis]	Prob[EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Apoptosis]	ErrProb[Migration--Metastasis--Apoptosis]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis]	ErrProb[Migration--Invasion--Apoptosis]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--CellCycleArrest]	
29.4000	0.0001	0.0000	1.9181	0	0	0	0	0.362635	0.002150	0	0	0	0	0	0	0	0	0	0	0.197511	0.001780	0.305424	0.002060	0	0	0	0	0.000057	0.000031	0	0	0	0	0.133172	0.001519	0	0	0.000100	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330	0.000081	0	0	0	0	0.000374	0.000086	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000099	0.000044	0.000218	0.000065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.5000	0.0001	0.0000	1.9180	0	0	0	0	0.362640	0.002150	0	0	0	0	0	0	0	0	0	0	0.197516	0.001780	0.305420	0.002060	0	0	0	0	0.000040	0.000028	0	0	0	0	0.133172	0.001519	0	0	0.000114	0.000047	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331	0.000080	0	0	0	0	0.000390	0.000088	0	0	0	0	0	0	0	0	0	0	0	0	0.000046	0.000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000083	0.000040	0.000228	0.000067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.6000	0.0001	0.0000	1.9184	0	0	0	0	0.362640	0.002150	0	0	0	0	0	0	0	0	0	0	0.197500	0.001780	0.305420	0.002060	0	0	0	0	0.000040	0.000028	0	0	0	0	0.133140	0.001519	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333	0.000081	0	0	0	0	0.000407	0.000090	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000260	0.000072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.7000	0.0001	0.0000	1.9181	0	0	0	0	0.362663	0.002150	0	0	0	0	0	0	0	0	0	0	0.197500	0.001780	0.305420	0.002060	0	0	0	0	0.000040	0.000028	0	0	0	0	0.133152	0.001519	0	0	0.000104	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336	0.000081	0	0	0	0	0.000397	0.000088	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0.000028	0.000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0.000045	0.000240	0.000069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.8000	0.0001	0.0000	1.9175	0	0	0	0	0.362711	0.002150	0	0	0	0	0	0	0	0	0	0	0.197500	0.001780	0.305420	0.002060	0	0	0	0	0.000040	0.000028	0	0	0	0	0.133160	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331	0.000081	0	0	0	0	0.000358	0.000082	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0.000045	0.000240	0.000069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.9000	0.0001	0.0000	1.9169	0	0	0	0	0.362772	0.002150	0	0	0	0	0	0	0	0	0	0	0.197500	0.001780	0.305420	0.002060	0	0	0	0	0.000032	0.000024	0	0	0	0	0.133160	0.001519	0	0	0.000088	0.000041	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320	0.000080	0	0	0	0	0.000308	0.000078	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000026	0.000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000094	0.000042	0.000240	0.000069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.0000	0.0001	0.0000	1.9169	0	0	0	0	0.362782	0.002150	0	0	0	0	0	0	0	0	0	0	0.197494	0.001780	0.305420	0.002060	0	0	0	0	0.000020	0.000020	0	0	0	0	0.133160	0.001519	0	0	0.000110	0.000046	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000295	0.000076	0	0	0	0	0.000313	0.000078	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000246	0.000070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.1000	0.0001	0.0000	1.9166	0	0	0	0	0.362820	0.002150	0	0	0	0	0	0	0	0	0	0	0.197480	0.001780	0.305420	0.002060	0	0	0	0	0.000020	0.000020	0	0	0	0	0.133160	0.001519	0	0	0.000110	0.000046	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000300	0.000076	0	0	0	0	0.000280	0.000075	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000070	0.000036	0.000260	0.000072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.2000	0.0001	0.0000	1.9164	0	0	0	0	0.362825	0.002150	0	0	0	0	0	0	0	0	0	0	0.197484	0.001780	0.305420	0.002060	0	0	0	0	0.000016	0.000016	0	0	0	0	0.133173	0.001519	0	0	0.000109	0.000046	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311	0.000078	0	0	0	0	0.000275	0.000074	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000247	0.000070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.3000	0.0001	0.0000	1.9155	0	0	0	0	0.362864	0.002150	0	0	0	0	0	0	0	0	0	0	0.197518	0.001780	0.305420	0.002060	0	0	0	0	0	0	0	0	0	0	0.133180	0.001520	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281	0.000074	0	0	0	0	0.000255	0.000069	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000075	0.000038	0.000207	0.000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.4000	0.0001	0.0000	1.9153	0	0	0	0	0.362880	0.002150	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305420	0.002060	0	0	0	0	0	0	0	0	0	0	0.133187	0.001520	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240	0.000069	0	0	0	0	0.000280	0.000075	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000193	0.000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.5000	0.0001	0.0000	1.9151	0	0	0	0	0.362899	0.002150	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305429	0.002060	0	0	0	0	0.000014	0.000014	0	0	0	0	0.133186	0.001520	0	0	0.000111	0.000046	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249	0.000070	0	0	0	0	0.000261	0.000072	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000171	0.000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.6000	0.0001	0.0000	1.9150	0	0	0	0	0.362912	0.002150	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305447	0.002060	0	0	0	0	0.000020	0.000020	0	0	0	0	0.133163	0.001519	0	0	0.000100	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242	0.000068	0	0	0	0	0.000266	0.000071	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000059	0.000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000087	0.000041	0.000145	0.000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.7000	0.0001	0.0000	1.9143	0	0	0	0	0.362949	0.002150	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305460	0.002060	0	0	0	0	0.000020	0.000020	0	0	0	0	0.133180	0.001520	0	0	0.000100	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220	0.000066	0	0	0	0	0.000251	0.000070	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0.000045	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.8000	0.0001	0.0000	1.9138	0	0	0	0	0.362993	0.002150	0	0	0	0	0	0	0	0	0	0	0.197538	0.001781	0.305460	0.002060	0	0	0	0	0.000012	0.000012	0	0	0	0	0.133160	0.001519	0	0	0.000111	0.000046	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208	0.000064	0	0	0	0	0.000221	0.000066	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000049	0.000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000098	0.000044	0.000110	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.9000	0.0001	0.0000	1.9133	0	0	0	0	0.363009	0.002151	0	0	0	0	0	0	0	0	0	0	0.197560	0.001781	0.305460	0.002060	0	0	0	0	0	0	0	0	0	0	0.133160	0.001519	0	0	0.000107	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199	0.000061	0	0	0	0	0.000244	0.000068	0.000033	0.000024	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000068	0.000036	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.0000	0.0001	0.0000	1.9134	0	0	0	0	0.363020	0.002151	0	0	0	0	0	0	0	0	0	0	0.197560	0.001781	0.305456	0.002060	0	0	0	0	0	0	0	0	0	0	0.133148	0.001519	0	0	0.000100	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000063	0	0	0	0	0.000240	0.000069	0.000040	0.000028	0	0	0	0	0.000004	0.000004	0	0	0	0	0.000052	0.000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.1000	0.0001	0.0000	1.9135	0	0	0	0	0.363039	0.002151	0	0	0	0	0	0	0	0	0	0	0.197560	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133140	0.001519	0	0	0.000100	0.000045	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190	0.000061	0	0	0	0	0.000238	0.000067	0.000033	0.000024	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.2000	0.0001	0.0000	1.9135	0	0	0	0	0.363040	0.002151	0	0	0	0	0	0	0	0	0	0	0.197560	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133136	0.001519	0	0	0.000090	0.000041	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161	0.000055	0	0	0	0	0.000289	0.000075	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000064	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.3000	0.0001	0.0000	1.9136	0	0	0	0	0.363040	0.002151	0	0	0	0	0	0	0	0	0	0	0.197559	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161	0.000057	0	0	0	0	0.000300	0.000077	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.4000	0.0001	0.0000	1.9138	0	0	0	0	0.363040	0.002151	0	0	0	0	0	0	0	0	0	0	0.197540	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180	0.000060	0	0	0	0	0.000300	0.000077	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000078	0.000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000062	0.000035	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.5000	0.0001	0.0000	1.9135	0	0	0	0	0.363072	0.002151	0	0	0	0	0	0	0	0	0	0	0.197540	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180	0.000060	0	0	0	0	0.000268	0.000072	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.6000	0.0001	0.0000	1.9131	0	0	0	0	0.363105	0.002151	0	0	0	0	0	0	0	0	0	0	0.197540	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000064	0.000035	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184	0.000059	0	0	0	0	0.000248	0.000069	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.7000	0.0001	0.0000	1.9126	0	0	0	0	0.363148	0.002151	0	0	0	0	0	0	0	0	0	0	0.197540	0.001781	0.305440	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000067	0.000035	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180	0.000060	0	0	0	0	0.000212	0.000064	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000053	0.000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.8000	0.0001	0.0000	1.9125	0	0	0	0	0.363160	0.002151	0	0	0	0	0	0	0	0	0	0	0.197540	0.001781	0.305443	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180	0.000060	0	0	0	0	0.000200	0.000063	0.000020	0.000020	0	0	0	0	0.000017	0.000017	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000100	0.000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.9000	0.0001	0.0000	1.9118	0	0	0	0	0.363185	0.002151	0	0	0	0	0	0	0	0	0	0	0.197548	0.001781	0.305460	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170	0.000057	0	0	0	0	0.000194	0.000060	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000083	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.0000	0.0001	0.0000	1.9116	0	0	0	0	0.363220	0.002151	0	0	0	0	0	0	0	0	0	0	0.197534	0.001781	0.305460	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000080	0.000040	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186	0.000060	0	0	0	0	0.000160	0.000057	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000080	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.1000	0.0001	0.0000	1.9116	0	0	0	0	0.363220	0.002151	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305465	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000061	0.000035	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219	0.000066	0	0	0	0	0.000160	0.000057	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000075	0.000038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.2000	0.0001	0.0000	1.9111	0	0	0	0	0.363255	0.002151	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305480	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000053	0.000031	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220	0.000066	0	0	0	0	0.000125	0.000048	0.000027	0.000021	0	0	0	0	0	0	0	0	0	0	0.000039	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.3000	0.0001	0.0000	1.9107	0	0	0	0	0.363280	0.002151	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305480	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000060	0.000035	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220	0.000066	0	0	0	0	0.000112	0.000046	0.000028	0.000022	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.4000	0.0001	0.0001	1.9107	0	0	0	0	0.363280	0.002151	0	0	0	0	0	0	0	0	0	0	0.197520	0.001781	0.305480	0.002060	0	0	0	0	0	0	0	0	0	0	0.133120	0.001519	0	0	0.000050	0.000030	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222	0.000065	0	0	0	0	0.000128	0.000050	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000016	0.000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000084	0.000040	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
