Time	TH	ErrTH	H	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Apoptosis]	ErrProb[Apoptosis]	
4.2000	0.0425	0.0009	2.5238	0.000140	0.000053	0.000160	0.000057	0.028302	0.000736	0.000911	0.000132	0.006804	0.000364	0.008363	0.000399	0.000040	0.000028	0.000439	0.000092	0.000003	0.000003	0.017760	0.000578	0.000281	0.000071	0.000160	0.000057	0.003843	0.000273	0.000117	0.000046	0.001374	0.000162	0	0	0.000523	0.000101	0	0	0.000040	0.000028	0.176127	0.001690	0.000507	0.000098	0.379146	0.002163	0.033582	0.000793	0.000017	0.000017	0.000020	0.000020	0.008509	0.000404	0.263312	0.001962	0.000160	0.000057	0.000836	0.000127	0.000191	0.000060	0.026702	0.000712	0.019765	0.000616	0.021865	0.000645	
4.3000	0.0408	0.0009	2.5200	0.000118	0.000048	0.000150	0.000054	0.028382	0.000737	0.000867	0.000128	0.006806	0.000362	0.008082	0.000393	0.000043	0.000028	0.000462	0.000095	0.000010	0.000010	0.018390	0.000589	0.000311	0.000078	0.000160	0.000057	0.003610	0.000264	0.000134	0.000051	0.001374	0.000160	0	0	0.000507	0.000099	0	0	0.000040	0.000028	0.171435	0.001673	0.000541	0.000102	0.383661	0.002168	0.034300	0.000803	0.000020	0.000020	0.000020	0.000020	0.007852	0.000389	0.262700	0.001962	0.000166	0.000057	0.000884	0.000131	0.000204	0.000058	0.026419	0.000709	0.021872	0.000649	0.020481	0.000625	
4.4000	0.0397	0.0009	2.5164	0.000064	0.000035	0.000129	0.000047	0.028801	0.000742	0.000900	0.000132	0.006726	0.000360	0.007938	0.000390	0.000055	0.000030	0.000474	0.000097	0.000020	0.000020	0.019198	0.000603	0.000349	0.000080	0.000147	0.000052	0.003528	0.000262	0.000122	0.000047	0.001270	0.000153	0	0	0.000479	0.000096	0.000018	0.000017	0.000040	0.000028	0.166808	0.001654	0.000606	0.000108	0.388344	0.002172	0.034642	0.000807	0.000020	0.000020	0.000018	0.000018	0.007528	0.000381	0.261678	0.001960	0.000174	0.000057	0.000847	0.000128	0.000233	0.000066	0.025903	0.000702	0.023718	0.000676	0.019222	0.000606	
4.5000	0.0383	0.0009	2.5125	0.000060	0.000035	0.000109	0.000045	0.029099	0.000747	0.000970	0.000137	0.006600	0.000357	0.007586	0.000381	0.000080	0.000040	0.000504	0.000098	0.000048	0.000029	0.019736	0.000609	0.000397	0.000087	0.000105	0.000044	0.003298	0.000254	0.000121	0.000047	0.001216	0.000150	0	0	0.000511	0.000100	0.000028	0.000021	0.000040	0.000028	0.161161	0.001632	0.000623	0.000110	0.393309	0.002178	0.035051	0.000811	0.000020	0.000020	0	0	0.007305	0.000376	0.261029	0.001958	0.000163	0.000057	0.000791	0.000123	0.000257	0.000070	0.025648	0.000699	0.025699	0.000702	0.018435	0.000593	
4.6000	0.0363	0.0008	2.5083	0.000060	0.000035	0.000137	0.000051	0.029524	0.000753	0.000959	0.000136	0.006478	0.000354	0.007120	0.000369	0.000077	0.000039	0.000493	0.000097	0.000044	0.000029	0.020645	0.000623	0.000329	0.000079	0.000082	0.000039	0.003125	0.000246	0.000176	0.000059	0.001142	0.000146	0	0	0.000472	0.000096	0.000020	0.000020	0.000060	0.000035	0.156030	0.001610	0.000606	0.000108	0.397477	0.002182	0.035206	0.000812	0.000020	0.000020	0	0	0.006909	0.000365	0.260497	0.001958	0.000160	0.000057	0.000792	0.000124	0.000309	0.000076	0.025482	0.000695	0.027858	0.000731	0.017707	0.000582	
4.7000	0.0348	0.0008	2.5003	0.000044	0.000029	0.000140	0.000050	0.029858	0.000756	0.000966	0.000136	0.006189	0.000347	0.006555	0.000353	0.000080	0.000040	0.000504	0.000098	0.000030	0.000020	0.021722	0.000639	0.000315	0.000076	0.000044	0.000028	0.002831	0.000234	0.000160	0.000054	0.001171	0.000148	0	0	0.000468	0.000094	0.000044	0.000027	0.000060	0.000035	0.150919	0.001589	0.000651	0.000110	0.401938	0.002187	0.035365	0.000814	0.000023	0.000020	0	0	0.006740	0.000360	0.260331	0.001957	0.000208	0.000063	0.000675	0.000112	0.000275	0.000071	0.025008	0.000691	0.029745	0.000755	0.016939	0.000570	
4.8000	0.0331	0.0008	2.4929	0.000040	0.000028	0.000103	0.000045	0.030063	0.000759	0.000944	0.000135	0.006117	0.000344	0.006306	0.000348	0.000080	0.000040	0.000498	0.000097	0.000003	0.000003	0.022743	0.000654	0.000293	0.000075	0.000044	0.000029	0.002893	0.000238	0.000140	0.000049	0.001212	0.000152	0	0	0.000436	0.000092	0.000040	0.000028	0.000045	0.000029	0.145340	0.001563	0.000726	0.000118	0.406686	0.002191	0.035517	0.000816	0.000027	0.000021	0	0	0.006484	0.000353	0.260111	0.001957	0.000260	0.000070	0.000531	0.000099	0.000244	0.000069	0.024359	0.000681	0.031599	0.000777	0.016118	0.000555	
4.9000	0.0320	0.0008	2.4843	0.000044	0.000028	0.000100	0.000045	0.030535	0.000766	0.000960	0.000135	0.005791	0.000336	0.005939	0.000338	0.000060	0.000035	0.000508	0.000098	0	0	0.022948	0.000658	0.000290	0.000075	0.000053	0.000031	0.002794	0.000233	0.000111	0.000046	0.001205	0.000150	0	0	0.000402	0.000088	0.000024	0.000020	0.000040	0.000028	0.139935	0.001539	0.000756	0.000121	0.411203	0.002195	0.035848	0.000820	0.000020	0.000020	0.000016	0.000016	0.006228	0.000347	0.259807	0.001956	0.000265	0.000071	0.000415	0.000088	0.000229	0.000067	0.023808	0.000675	0.034168	0.000808	0.015498	0.000545	
5.0000	0.0311	0.0008	2.4764	0.000040	0.000028	0.000106	0.000045	0.030910	0.000770	0.001001	0.000139	0.005498	0.000327	0.005882	0.000337	0.000060	0.000035	0.000564	0.000104	0	0	0.023273	0.000661	0.000300	0.000075	0.000061	0.000032	0.002614	0.000226	0.000121	0.000047	0.001278	0.000155	0	0	0.000429	0.000091	0.000020	0.000020	0.000026	0.000021	0.134616	0.001515	0.000754	0.000121	0.415636	0.002199	0.035816	0.000820	0.000020	0.000020	0.000020	0.000020	0.005916	0.000337	0.259657	0.001957	0.000242	0.000069	0.000341	0.000081	0.000218	0.000063	0.023463	0.000670	0.036524	0.000833	0.014593	0.000529	
5.1000	0.0304	0.0008	2.4690	0.000024	0.000020	0.000088	0.000039	0.031272	0.000774	0.001137	0.000146	0.005417	0.000324	0.005769	0.000331	0.000060	0.000035	0.000572	0.000106	0.000004	0.000004	0.023224	0.000660	0.000245	0.000069	0.000068	0.000035	0.002450	0.000219	0.000153	0.000054	0.001177	0.000148	0	0	0.000424	0.000091	0.000015	0.000015	0.000005	0.000005	0.129834	0.001492	0.000744	0.000122	0.419477	0.002202	0.035855	0.000820	0.000020	0.000020	0.000020	0.000020	0.005526	0.000325	0.259217	0.001955	0.000240	0.000069	0.000311	0.000077	0.000192	0.000061	0.022912	0.000663	0.039304	0.000864	0.014244	0.000522	
5.2000	0.0297	0.0008	2.4611	0.000020	0.000020	0.000057	0.000031	0.031540	0.000778	0.001211	0.000153	0.005241	0.000318	0.005561	0.000326	0.000026	0.000021	0.000623	0.000108	0	0	0.023371	0.000663	0.000198	0.000060	0.000055	0.000029	0.002339	0.000214	0.000190	0.000060	0.001067	0.000140	0	0	0.000354	0.000083	0	0	0.000014	0.000014	0.125651	0.001471	0.000776	0.000121	0.423036	0.002205	0.035771	0.000820	0.000020	0.000020	0.000020	0.000020	0.005505	0.000325	0.258674	0.001954	0.000223	0.000066	0.000301	0.000075	0.000158	0.000055	0.022350	0.000655	0.041920	0.000891	0.013726	0.000512	
5.3000	0.0285	0.0008	2.4526	0.000031	0.000023	0.000060	0.000035	0.031958	0.000783	0.001154	0.000149	0.005098	0.000314	0.005366	0.000319	0.000020	0.000020	0.000699	0.000116	0	0	0.024040	0.000672	0.000209	0.000064	0.000060	0.000035	0.002202	0.000208	0.000195	0.000062	0.000949	0.000132	0	0	0.000329	0.000079	0	0	0.000020	0.000020	0.120990	0.001447	0.000710	0.000116	0.426708	0.002207	0.035157	0.000813	0.000004	0.000004	0.000034	0.000025	0.005143	0.000314	0.258385	0.001953	0.000203	0.000063	0.000343	0.000080	0.000124	0.000049	0.022128	0.000651	0.044524	0.000917	0.013156	0.000502	
5.4000	0.0279	0.0007	2.4442	0.000040	0.000028	0.000052	0.000031	0.031945	0.000782	0.001074	0.000144	0.004839	0.000307	0.005195	0.000315	0.000002	0.000002	0.000734	0.000120	0	0	0.024561	0.000680	0.000219	0.000066	0.000064	0.000033	0.002091	0.000203	0.000156	0.000054	0.000901	0.000131	0	0	0.000302	0.000075	0	0	0.000038	0.000027	0.116511	0.001423	0.000660	0.000113	0.430270	0.002210	0.035283	0.000814	0	0	0.000040	0.000028	0.005027	0.000311	0.257938	0.001952	0.000212	0.000064	0.000347	0.000082	0.000123	0.000049	0.021840	0.000647	0.046936	0.000941	0.012602	0.000492	
5.5000	0.0269	0.0007	2.4343	0.000025	0.000021	0.000030	0.000021	0.032294	0.000787	0.001003	0.000140	0.004676	0.000301	0.004789	0.000302	0.000002	0.000002	0.000711	0.000118	0.000014	0.000014	0.024803	0.000684	0.000217	0.000063	0.000060	0.000035	0.002047	0.000200	0.000124	0.000047	0.000843	0.000125	0	0	0.000222	0.000064	0.000007	0.000007	0.000040	0.000028	0.112689	0.001403	0.000708	0.000118	0.433429	0.002211	0.035065	0.000813	0	0	0.000048	0.000028	0.004917	0.000309	0.257595	0.001952	0.000235	0.000067	0.000256	0.000069	0.000099	0.000043	0.021660	0.000645	0.049317	0.000964	0.012076	0.000482	
5.6000	0.0263	0.0007	2.4225	0.000020	0.000020	0.000020	0.000020	0.032547	0.000789	0.000981	0.000138	0.004430	0.000293	0.004419	0.000290	0	0	0.000678	0.000114	0.000020	0.000020	0.024670	0.000681	0.000215	0.000061	0.000060	0.000035	0.002059	0.000201	0.000158	0.000054	0.000834	0.000126	0	0	0.000178	0.000058	0.000028	0.000021	0.000030	0.000022	0.108753	0.001380	0.000703	0.000118	0.436664	0.002213	0.035038	0.000811	0	0	0.000021	0.000020	0.004660	0.000300	0.257581	0.001951	0.000204	0.000062	0.000227	0.000066	0.000101	0.000042	0.021211	0.000636	0.052139	0.000989	0.011352	0.000465	
5.7000	0.0254	0.0007	2.4120	0.000039	0.000028	0.000020	0.000020	0.032825	0.000793	0.000924	0.000133	0.004338	0.000291	0.004181	0.000284	0	0	0.000573	0.000104	0.000020	0.000020	0.025022	0.000687	0.000167	0.000057	0.000060	0.000035	0.002012	0.000197	0.000180	0.000060	0.000842	0.000125	0	0	0.000190	0.000060	0.000040	0.000028	0.000013	0.000013	0.104354	0.001356	0.000691	0.000116	0.440082	0.002215	0.035152	0.000813	0	0	0.000020	0.000020	0.004357	0.000290	0.257321	0.001951	0.000160	0.000057	0.000180	0.000058	0.000125	0.000049	0.020721	0.000629	0.054505	0.001011	0.010886	0.000457	
5.8000	0.0248	0.0007	2.4040	0.000040	0.000028	0.000025	0.000021	0.032730	0.000793	0.000934	0.000135	0.004235	0.000287	0.003902	0.000272	0	0	0.000565	0.000103	0.000020	0.000020	0.025548	0.000693	0.000196	0.000060	0.000056	0.000033	0.001961	0.000196	0.000179	0.000058	0.000871	0.000127	0	0	0.000189	0.000061	0.000040	0.000028	0	0	0.100163	0.001332	0.000669	0.000113	0.442895	0.002218	0.034793	0.000809	0	0	0.000025	0.000021	0.004193	0.000284	0.257391	0.001951	0.000115	0.000046	0.000135	0.000049	0.000164	0.000053	0.020417	0.000626	0.056826	0.001032	0.010721	0.000454	
5.9000	0.0241	0.0007	2.3932	0.000040	0.000028	0.000002	0.000002	0.032759	0.000793	0.000958	0.000136	0.004009	0.000279	0.003700	0.000265	0.000005	0.000005	0.000600	0.000109	0.000020	0.000020	0.026142	0.000702	0.000242	0.000068	0.000044	0.000029	0.001780	0.000187	0.000147	0.000052	0.000857	0.000124	0	0	0.000164	0.000055	0.000040	0.000028	0	0	0.096569	0.001311	0.000672	0.000114	0.445840	0.002219	0.034109	0.000801	0	0	0.000040	0.000028	0.003920	0.000275	0.257264	0.001951	0.000122	0.000048	0.000140	0.000051	0.000127	0.000048	0.020221	0.000623	0.059265	0.001052	0.010200	0.000444	
6.0000	0.0232	0.0007	2.3831	0.000040	0.000028	0	0	0.032855	0.000794	0.000939	0.000136	0.003737	0.000269	0.003664	0.000264	0.000020	0.000020	0.000637	0.000111	0.000020	0.000020	0.026453	0.000706	0.000305	0.000076	0.000060	0.000035	0.001596	0.000176	0.000088	0.000040	0.000914	0.000131	0	0	0.000132	0.000048	0.000032	0.000024	0	0	0.092998	0.001288	0.000695	0.000116	0.448508	0.002220	0.033821	0.000799	0	0	0.000017	0.000016	0.003627	0.000264	0.257239	0.001951	0.000137	0.000052	0.000117	0.000046	0.000154	0.000055	0.019783	0.000616	0.061734	0.001072	0.009677	0.000432	
6.1000	0.0224	0.0007	2.3723	0.000040	0.000028	0	0	0.032961	0.000795	0.000921	0.000133	0.003542	0.000261	0.003522	0.000261	0.000006	0.000006	0.000672	0.000115	0.000007	0.000007	0.026529	0.000706	0.000242	0.000066	0.000043	0.000027	0.001405	0.000166	0.000106	0.000044	0.000911	0.000130	0	0	0.000133	0.000051	0.000020	0.000020	0	0	0.089357	0.001266	0.000700	0.000117	0.450969	0.002222	0.033597	0.000796	0	0	0	0	0.003485	0.000260	0.257210	0.001951	0.000098	0.000042	0.000132	0.000050	0.000121	0.000047	0.019324	0.000609	0.064448	0.001094	0.009498	0.000427	
6.2000	0.0219	0.0007	2.3603	0.000040	0.000028	0	0	0.033250	0.000799	0.000821	0.000125	0.003238	0.000250	0.003295	0.000251	0	0	0.000718	0.000119	0	0	0.026415	0.000704	0.000195	0.000060	0.000020	0.000020	0.001337	0.000161	0.000127	0.000049	0.000914	0.000131	0	0	0.000131	0.000050	0.000020	0.000020	0	0	0.086118	0.001245	0.000707	0.000116	0.453337	0.002223	0.033062	0.000789	0	0	0	0	0.003308	0.000252	0.257171	0.001952	0.000080	0.000040	0.000146	0.000053	0.000091	0.000041	0.018732	0.000600	0.067504	0.001118	0.009223	0.000422	
6.3000	0.0223	0.0007	2.3501	0.000040	0.000028	0	0	0.033313	0.000801	0.000750	0.000120	0.003074	0.000244	0.003151	0.000244	0	0	0.000704	0.000117	0	0	0.026786	0.000708	0.000166	0.000057	0.000031	0.000022	0.001296	0.000159	0.000152	0.000054	0.000864	0.000128	0	0	0.000142	0.000053	0.000020	0.000020	0	0	0.082696	0.001221	0.000679	0.000116	0.455595	0.002224	0.032193	0.000779	0	0	0	0	0.003197	0.000248	0.257252	0.001951	0.000080	0.000040	0.000122	0.000049	0.000080	0.000040	0.018447	0.000595	0.070191	0.001138	0.008980	0.000415	
6.4000	0.0215	0.0007	2.3416	0.000025	0.000021	0	0	0.033377	0.000801	0.000702	0.000116	0.002874	0.000237	0.003127	0.000242	0	0	0.000687	0.000115	0	0	0.026800	0.000710	0.000139	0.000052	0.000020	0.000020	0.001334	0.000162	0.000160	0.000057	0.000781	0.000120	0	0	0.000160	0.000057	0.000002	0.000002	0	0	0.080258	0.001205	0.000658	0.000112	0.457398	0.002225	0.031566	0.000772	0	0	0	0	0.003047	0.000240	0.256637	0.001950	0.000063	0.000035	0.000128	0.000047	0.000080	0.000040	0.018209	0.000591	0.073082	0.001160	0.008685	0.000408	
6.5000	0.0203	0.0006	2.3332	0.000020	0.000020	0	0	0.033369	0.000801	0.000729	0.000119	0.002774	0.000231	0.003135	0.000243	0	0	0.000734	0.000118	0	0	0.026677	0.000708	0.000144	0.000053	0.000013	0.000013	0.001289	0.000157	0.000159	0.000056	0.000777	0.000123	0	0	0.000142	0.000052	0	0	0	0	0.077376	0.001186	0.000590	0.000105	0.459137	0.002226	0.031053	0.000767	0	0	0	0	0.002843	0.000234	0.256524	0.001950	0.000060	0.000035	0.000120	0.000049	0.000080	0.000040	0.018144	0.000591	0.075836	0.001180	0.008277	0.000398	
6.6000	0.0201	0.0006	2.3225	0.000020	0.000020	0	0	0.033209	0.000799	0.000699	0.000117	0.002709	0.000229	0.003082	0.000242	0	0	0.000833	0.000128	0	0	0.026718	0.000710	0.000165	0.000055	0	0	0.001159	0.000150	0.000150	0.000054	0.000786	0.000122	0	0	0.000120	0.000049	0	0	0	0	0.074318	0.001163	0.000530	0.000102	0.461028	0.002226	0.030466	0.000758	0	0	0	0	0.002684	0.000227	0.256797	0.001950	0.000060	0.000035	0.000106	0.000043	0.000064	0.000035	0.018100	0.000590	0.078445	0.001199	0.007752	0.000386	
6.7000	0.0195	0.0006	2.3133	0.000020	0.000020	0	0	0.033172	0.000798	0.000748	0.000121	0.002715	0.000230	0.003083	0.000243	0	0	0.000830	0.000127	0	0	0.026801	0.000711	0.000144	0.000052	0	0	0.001080	0.000146	0.000179	0.000060	0.000865	0.000128	0	0	0.000156	0.000053	0	0	0	0	0.071611	0.001143	0.000545	0.000103	0.463028	0.002227	0.029893	0.000753	0	0	0	0	0.002414	0.000215	0.256637	0.001951	0.000060	0.000035	0.000088	0.000039	0.000046	0.000029	0.017721	0.000586	0.080918	0.001216	0.007247	0.000373	
6.8000	0.0194	0.0006	2.3036	0.000020	0.000020	0	0	0.033214	0.000799	0.000720	0.000119	0.002593	0.000224	0.003052	0.000240	0	0	0.000840	0.000128	0	0	0.026738	0.000708	0.000114	0.000046	0	0	0.001012	0.000140	0.000157	0.000056	0.000864	0.000129	0	0	0.000172	0.000056	0	0	0	0	0.068422	0.001119	0.000498	0.000099	0.465081	0.002227	0.028915	0.000739	0	0	0	0	0.002451	0.000217	0.256559	0.001950	0.000083	0.000040	0.000075	0.000034	0.000065	0.000035	0.017523	0.000581	0.083721	0.001235	0.007111	0.000369	
6.9000	0.0193	0.0006	2.2944	0.000020	0.000020	0	0	0.033167	0.000798	0.000668	0.000113	0.002539	0.000222	0.002987	0.000239	0	0	0.000796	0.000125	0	0	0.026803	0.000710	0.000154	0.000052	0	0	0.000945	0.000135	0.000132	0.000051	0.000906	0.000130	0	0	0.000214	0.000063	0	0	0	0	0.065650	0.001099	0.000517	0.000101	0.467044	0.002229	0.028215	0.000731	0	0	0	0	0.002324	0.000213	0.256212	0.001949	0.000100	0.000045	0.000080	0.000040	0.000076	0.000038	0.017220	0.000575	0.086435	0.001253	0.006795	0.000362	
7.0000	0.0191	0.0006	2.2853	0.000020	0.000020	0	0	0.033339	0.000801	0.000646	0.000111	0.002433	0.000217	0.002927	0.000236	0	0	0.000684	0.000115	0	0	0.026251	0.000701	0.000210	0.000063	0	0	0.000922	0.000135	0.000097	0.000042	0.000956	0.000134	0	0	0.000227	0.000066	0	0	0	0	0.063954	0.001086	0.000505	0.000100	0.468231	0.002229	0.027487	0.000722	0	0	0	0	0.002154	0.000202	0.255853	0.001948	0.000114	0.000047	0.000080	0.000040	0.000063	0.000033	0.016892	0.000572	0.089450	0.001272	0.006507	0.000352	
7.1000	0.0181	0.0006	2.2771	0.000020	0.000020	0	0	0.033397	0.000801	0.000628	0.000110	0.002352	0.000214	0.002856	0.000233	0	0	0.000653	0.000113	0	0	0.025842	0.000698	0.000200	0.000063	0	0	0.000871	0.000131	0.000100	0.000045	0.000911	0.000131	0	0	0.000192	0.000060	0	0	0	0	0.061872	0.001067	0.000497	0.000098	0.469416	0.002229	0.026993	0.000715	0	0	0	0	0.002039	0.000198	0.255395	0.001947	0.000120	0.000049	0.000080	0.000038	0.000053	0.000031	0.016675	0.000566	0.092352	0.001291	0.006488	0.000352	
7.2000	0.0174	0.0006	2.2683	0.000020	0.000020	0	0	0.033417	0.000802	0.000687	0.000114	0.002285	0.000212	0.002726	0.000228	0	0	0.000662	0.000114	0	0	0.025471	0.000693	0.000200	0.000059	0.000017	0.000017	0.000779	0.000122	0.000121	0.000047	0.000885	0.000130	0	0	0.000144	0.000053	0	0	0	0	0.059528	0.001049	0.000452	0.000093	0.470961	0.002230	0.026495	0.000710	0	0	0	0	0.001949	0.000194	0.254874	0.001946	0.000111	0.000046	0.000114	0.000047	0.000040	0.000028	0.016700	0.000567	0.095103	0.001308	0.006261	0.000349	
7.3000	0.0172	0.0006	2.2578	0.000020	0.000020	0.000018	0.000018	0.033575	0.000803	0.000680	0.000113	0.002147	0.000203	0.002511	0.000219	0	0	0.000603	0.000108	0	0	0.025438	0.000692	0.000195	0.000060	0.000020	0.000020	0.000686	0.000113	0.000125	0.000049	0.000760	0.000117	0	0	0.000130	0.000050	0	0	0	0	0.057353	0.001032	0.000427	0.000092	0.472213	0.002230	0.025844	0.000700	0	0	0	0	0.001889	0.000191	0.254734	0.001946	0.000115	0.000047	0.000077	0.000037	0.000040	0.000028	0.016562	0.000566	0.097669	0.001325	0.006169	0.000344	
7.4000	0.0166	0.0006	2.2499	0.000020	0.000020	0.000020	0.000020	0.033654	0.000805	0.000642	0.000112	0.002099	0.000202	0.002570	0.000221	0	0	0.000571	0.000105	0	0	0.025231	0.000690	0.000184	0.000060	0.000021	0.000020	0.000561	0.000104	0.000090	0.000041	0.000731	0.000117	0	0	0.000142	0.000052	0	0	0	0	0.055512	0.001015	0.000428	0.000091	0.473200	0.002231	0.025286	0.000693	0	0	0	0	0.001692	0.000179	0.254249	0.001945	0.000128	0.000049	0.000071	0.000036	0.000023	0.000020	0.016285	0.000560	0.100326	0.001340	0.006263	0.000347	
7.5000	0.0162	0.0006	2.2411	0.000020	0.000020	0.000020	0.000020	0.033882	0.000807	0.000659	0.000112	0.001890	0.000190	0.002559	0.000221	0	0	0.000503	0.000099	0	0	0.024428	0.000678	0.000180	0.000060	0.000040	0.000028	0.000513	0.000100	0.000049	0.000029	0.000655	0.000110	0	0	0.000176	0.000059	0	0	0	0	0.053779	0.001001	0.000433	0.000092	0.474112	0.002231	0.024959	0.000689	0	0	0	0	0.001677	0.000180	0.253917	0.001944	0.000140	0.000053	0.000100	0.000045	0.000025	0.000021	0.015901	0.000554	0.103257	0.001357	0.006129	0.000345	
7.6000	0.0157	0.0006	2.2323	0.000013	0.000013	0.000022	0.000020	0.034014	0.000808	0.000653	0.000112	0.001691	0.000179	0.002578	0.000223	0	0	0.000549	0.000104	0	0	0.023696	0.000669	0.000180	0.000060	0.000019	0.000018	0.000507	0.000100	0.000031	0.000023	0.000568	0.000102	0	0	0.000188	0.000060	0	0	0	0	0.052133	0.000985	0.000415	0.000090	0.475028	0.002231	0.024729	0.000686	0	0	0	0	0.001629	0.000176	0.253491	0.001943	0.000137	0.000050	0.000083	0.000040	0.000013	0.000013	0.015537	0.000549	0.106037	0.001374	0.006060	0.000341	
7.7000	0.0156	0.0006	2.2233	0	0	0.000040	0.000028	0.033928	0.000808	0.000666	0.000113	0.001495	0.000170	0.002588	0.000222	0	0	0.000548	0.000104	0	0	0.023494	0.000666	0.000180	0.000060	0	0	0.000497	0.000097	0.000020	0.000020	0.000572	0.000102	0	0	0.000213	0.000064	0	0	0	0	0.050336	0.000970	0.000405	0.000089	0.475748	0.002231	0.024048	0.000676	0	0	0	0	0.001471	0.000167	0.253644	0.001943	0.000116	0.000048	0.000150	0.000050	0	0	0.015437	0.000546	0.108581	0.001388	0.005823	0.000333	
7.8000	0.0155	0.0006	2.2162	0	0	0.000040	0.000028	0.034019	0.000809	0.000654	0.000113	0.001393	0.000163	0.002570	0.000222	0	0	0.000539	0.000103	0	0	0.023072	0.000661	0.000173	0.000057	0	0	0.000517	0.000101	0.000020	0.000020	0.000565	0.000105	0	0	0.000191	0.000060	0	0	0	0	0.049026	0.000957	0.000398	0.000089	0.476173	0.002232	0.023715	0.000672	0	0	0	0	0.001351	0.000159	0.253453	0.001942	0.000100	0.000045	0.000164	0.000056	0	0	0.015095	0.000541	0.111083	0.001402	0.005688	0.000330	
7.9000	0.0150	0.0006	2.2069	0	0	0.000040	0.000028	0.034086	0.000810	0.000624	0.000110	0.001391	0.000164	0.002605	0.000223	0	0	0.000549	0.000102	0	0	0.022751	0.000655	0.000179	0.000058	0	0	0.000505	0.000098	0.000026	0.000021	0.000576	0.000105	0	0	0.000141	0.000052	0	0	0	0	0.047673	0.000945	0.000326	0.000078	0.476965	0.002232	0.023100	0.000663	0	0	0	0	0.001172	0.000150	0.253257	0.001942	0.000100	0.000045	0.000164	0.000056	0	0	0.014653	0.000533	0.113629	0.001416	0.005489	0.000325	
8.0000	0.0148	0.0005	2.1986	0	0	0.000034	0.000025	0.034136	0.000810	0.000627	0.000110	0.001305	0.000160	0.002544	0.000222	0	0	0.000551	0.000104	0	0	0.022399	0.000652	0.000184	0.000059	0	0	0.000492	0.000097	0.000044	0.000028	0.000522	0.000099	0	0	0.000099	0.000043	0	0	0	0	0.046633	0.000936	0.000260	0.000072	0.477884	0.002232	0.022592	0.000656	0	0	0	0	0.001233	0.000153	0.252672	0.001941	0.000089	0.000041	0.000137	0.000051	0.000027	0.000021	0.014176	0.000524	0.116023	0.001430	0.005338	0.000320	
