Time	TH	ErrTH	H	Prob[Migration--Metastasis--EMT--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CCA]	Prob[Migration--Metastasis--Invasion--CCA]	ErrProb[Migration--Metastasis--Invasion--CCA]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Metastasis--Invasion--Apoptosis]	ErrProb[Metastasis--Invasion--Apoptosis]	Prob[Migration--Apoptosis]	ErrProb[Migration--Apoptosis]	Prob[Metastasis--Apoptosis]	ErrProb[Metastasis--Apoptosis]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[Migration--CCA]	ErrProb[Migration--CCA]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Metastasis--Invasion--Apoptosis--CCA]	ErrProb[Metastasis--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Migration--Metastasis--Apoptosis]	ErrProb[Migration--Metastasis--Apoptosis]	Prob[Migration--Apoptosis--CCA]	ErrProb[Migration--Apoptosis--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--Invasion--Apoptosis--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Metastasis--EMT--Apoptosis--CCA]	ErrProb[Metastasis--EMT--Apoptosis--CCA]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--Invasion--Apoptosis]	ErrProb[Migration--Invasion--Apoptosis]	Prob[Migration--Invasion--Apoptosis--CCA]	ErrProb[Migration--Invasion--Apoptosis--CCA]	Prob[Metastasis--Invasion--CCA]	ErrProb[Metastasis--Invasion--CCA]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--Metastasis--Apoptosis--CCA]	ErrProb[Migration--Metastasis--Apoptosis--CCA]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Apoptosis]	ErrProb[Apoptosis]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[Migration--Invasion--CCA]	ErrProb[Migration--Invasion--CCA]	Prob[Metastasis--CCA]	ErrProb[Metastasis--CCA]	Prob[Migration--Metastasis--CCA]	ErrProb[Migration--Metastasis--CCA]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Migration--Metastasis--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Metastasis--Apoptosis--CCA]	ErrProb[Metastasis--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Metastasis--EMT--Apoptosis]	ErrProb[Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[EMT]	ErrProb[EMT]	Prob[Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Metastasis--EMT--Invasion--Apoptosis]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	
2.7000	0.0149	0.0006	2.2578	0	0	0	0	0.000000	0.000000	0.160340	0.001641	0	0	0	0	0.000040	0.000028	0.000120	0.000049	0.000000	0.000000	0.279020	0.002006	0	0	0.214160	0.001835	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.000040	0.000028	0.000100	0.000045	0	0	0.000180	0.000060	0.005480	0.000330	0.000020	0.000020	0	0	0.004720	0.000307	0.000040	0.000028	0	0	0.000000	0.000000	0	0	0.000380	0.000087	0	0	0	0	0.000020	0.000020	0.002060	0.000203	0	0	0	0	0	0	0.003540	0.000266	0.000000	0.000000	0.301460	0.002052	0	0	0.000120	0.000049	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0.000020	0.000020	0.019580	0.000620	0.000060	0.000035	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0.000140	0.000053	0.000160	0.000057	0.000360	0.000085	0.005760	0.000338	0.001080	0.000147	0	0	0.000840	0.000130	
2.8000	0.0141	0.0006	2.2332	0	0	0	0	0.000020	0.000020	0.159220	0.001636	0	0	0	0	0.000040	0.000028	0.000060	0.000035	0	0	0.278640	0.002005	0	0	0.214380	0.001835	0	0	0	0	0.000020	0.000020	0	0	0.000040	0.000028	0	0	0	0	0.000060	0.000035	0.000120	0.000049	0	0	0.000100	0.000045	0.004600	0.000303	0.000040	0.000028	0	0	0.004760	0.000308	0.000020	0.000020	0	0	0	0	0	0	0.000300	0.000077	0	0	0	0	0.000020	0.000020	0.001980	0.000199	0	0	0	0	0	0	0.003360	0.000259	0.000020	0.000020	0.306580	0.002062	0	0	0.000140	0.000053	0	0	0	0	0.000040	0.000028	0.000000	0.000000	0.000020	0.000020	0.018120	0.000597	0.000000	0.000000	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.000140	0.000053	0.000040	0.000028	0.000280	0.000075	0.005440	0.000329	0.000700	0.000118	0	0	0.000660	0.000115	
2.9000	0.0137	0.0005	2.2175	0	0	0	0	0.000000	0.000000	0.157520	0.001629	0	0	0	0	0.000040	0.000028	0.000080	0.000040	0	0	0.278200	0.002004	0	0	0.214320	0.001835	0	0	0	0	0.000020	0.000020	0	0	0.000000	0.000000	0	0	0	0	0.000000	0.000000	0.000060	0.000035	0	0	0.000080	0.000040	0.004180	0.000289	0.000040	0.000028	0	0	0.004800	0.000309	0.000000	0.000000	0	0	0	0	0.000020	0.000020	0.000240	0.000069	0	0	0	0	0.000020	0.000020	0.002140	0.000207	0	0	0	0	0	0	0.003220	0.000253	0.000020	0.000020	0.310960	0.002070	0	0	0.000080	0.000040	0	0	0	0	0.000040	0.000028	0	0	0.000020	0.000020	0.017240	0.000582	0.000060	0.000035	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.000160	0.000057	0.000080	0.000040	0.000160	0.000057	0.005140	0.000320	0.000560	0.000106	0	0	0.000460	0.000096	
3.0000	0.0129	0.0005	2.2023	0	0	0	0	0	0	0.156340	0.001624	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.278200	0.002004	0	0	0.214160	0.001835	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.000040	0.000028	0.000080	0.000040	0	0	0.000120	0.000049	0.004540	0.000301	0.000040	0.000028	0	0	0.004660	0.000305	0	0	0	0	0	0	0.000000	0.000000	0.000240	0.000069	0	0	0	0	0.000000	0.000000	0.001580	0.000178	0	0	0	0	0.000020	0.000020	0.002500	0.000223	0.000000	0.000000	0.314860	0.002077	0	0	0.000040	0.000028	0	0	0	0	0.000040	0.000028	0	0	0.000020	0.000020	0.016220	0.000565	0.000020	0.000020	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0.000140	0.000053	0.000060	0.000035	0.000200	0.000063	0.004280	0.000292	0.000660	0.000115	0	0	0.000780	0.000125	
3.1000	0.0119	0.0005	2.1837	0	0	0	0	0	0	0.155160	0.001619	0	0	0	0	0.000000	0.000000	0.000040	0.000028	0.000040	0.000028	0.277840	0.002003	0	0	0.214280	0.001835	0	0	0	0	0.000000	0.000000	0	0	0.000000	0.000000	0	0	0	0	0.000020	0.000020	0.000000	0.000000	0	0	0.000040	0.000028	0.003740	0.000273	0.000000	0.000000	0	0	0.004480	0.000299	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000140	0.000053	0	0	0	0	0	0	0.001480	0.000172	0	0	0	0	0.000000	0.000000	0.002440	0.000221	0	0	0.319180	0.002085	0	0	0.000080	0.000040	0	0	0	0	0.000060	0.000035	0	0	0.000020	0.000020	0.015020	0.000544	0.000080	0.000040	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.000140	0.000053	0.000080	0.000040	0.000260	0.000072	0.004020	0.000283	0.000640	0.000113	0	0	0.000640	0.000113	
3.2000	0.0104	0.0005	2.1677	0	0	0	0	0	0	0.154300	0.001616	0	0	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.277300	0.002002	0	0	0.214340	0.001835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.000040	0.000028	0	0	0.000100	0.000045	0.003280	0.000256	0	0	0	0	0.003780	0.000274	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000200	0.000063	0	0	0	0	0	0	0.001260	0.000159	0	0	0	0	0	0	0.002140	0.000207	0	0	0.322820	0.002091	0	0	0.000040	0.000028	0	0	0	0	0.000060	0.000035	0	0	0.000020	0.000020	0.013980	0.000525	0.000020	0.000020	0	0	0	0	0	0	0.000000	0.000000	0	0	0	0	0.000060	0.000035	0.000040	0.000028	0.000220	0.000066	0.004700	0.000306	0.000580	0.000108	0	0	0.000660	0.000115	
3.3000	0.0093	0.0004	2.1549	0	0	0	0	0	0	0.153320	0.001611	0	0	0	0	0	0	0.000020	0.000020	0.000040	0.000028	0.276980	0.002001	0	0	0.214720	0.001836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000060	0.000035	0	0	0.000120	0.000049	0.003720	0.000272	0	0	0	0	0.003880	0.000278	0	0	0	0	0	0	0	0	0.000180	0.000060	0	0	0	0	0	0	0.001300	0.000161	0	0	0	0	0	0	0.002000	0.000200	0	0	0.325840	0.002096	0	0	0.000040	0.000028	0	0	0	0	0.000040	0.000028	0	0	0.000000	0.000000	0.012540	0.000498	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0.000045	0.000060	0.000035	0.000100	0.000045	0.003980	0.000282	0.000460	0.000096	0	0	0.000480	0.000098	
3.4000	0.0087	0.0004	2.1376	0	0	0	0	0	0	0.152320	0.001607	0	0	0	0	0	0	0.000020	0.000020	0.000000	0.000000	0.276920	0.002001	0	0	0.214580	0.001836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0	0	0.000080	0.000040	0.003100	0.000249	0	0	0	0	0.003660	0.000270	0	0	0	0	0	0	0	0	0.000120	0.000049	0	0	0	0	0	0	0.001040	0.000144	0	0	0	0	0	0	0.001760	0.000187	0.000020	0.000020	0.329460	0.002102	0	0	0.000080	0.000040	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0.011720	0.000481	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.000060	0.000035	0.000240	0.000069	0.003960	0.000281	0.000380	0.000087	0	0	0.000380	0.000087	
3.5000	0.0082	0.0004	2.1279	0	0	0	0	0	0	0.151440	0.001603	0	0	0	0	0	0	0.000020	0.000020	0	0	0.276500	0.002000	0	0	0.214280	0.001835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.000100	0.000045	0.003360	0.000259	0	0	0	0	0.003180	0.000252	0	0	0	0	0	0	0.000020	0.000020	0.000120	0.000049	0	0	0	0	0	0	0.001080	0.000147	0	0	0	0	0	0	0.001460	0.000171	0.000000	0.000000	0.332320	0.002107	0	0	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0.011120	0.000469	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0.000080	0.000040	0.000020	0.000020	0.000080	0.000040	0.004000	0.000282	0.000280	0.000075	0	0	0.000420	0.000092	
3.6000	0.0075	0.0004	2.1122	0	0	0	0	0	0	0.151240	0.001602	0	0	0	0	0	0	0.000000	0.000000	0	0	0.276220	0.002000	0	0	0.214100	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0	0	0.000020	0.000020	0.003520	0.000265	0	0	0	0	0.002740	0.000234	0	0	0	0	0	0	0.000020	0.000020	0.000120	0.000049	0	0	0	0	0	0	0.000860	0.000131	0	0	0	0	0.000020	0.000020	0.001580	0.000178	0	0	0.335440	0.002112	0	0	0.000040	0.000028	0	0	0	0	0.000020	0.000020	0	0	0.000000	0.000000	0.009940	0.000444	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.000040	0.000028	0.000120	0.000049	0.003240	0.000254	0.000280	0.000075	0	0	0.000340	0.000082	
3.7000	0.0070	0.0004	2.0973	0	0	0	0	0	0	0.150360	0.001598	0	0	0	0	0	0	0	0	0	0	0.275780	0.001999	0	0	0.214100	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.000000	0.000000	0	0	0.000040	0.000028	0.002660	0.000230	0	0	0	0	0.002040	0.000202	0	0	0	0	0	0	0.000000	0.000000	0.000060	0.000035	0	0	0	0	0	0	0.000780	0.000125	0	0	0	0	0.000020	0.000020	0.001880	0.000194	0	0	0.338780	0.002117	0	0	0.000040	0.000028	0	0	0	0	0.000000	0.000000	0	0	0	0	0.009340	0.000430	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.000040	0.000028	0.000140	0.000053	0.003300	0.000256	0.000300	0.000077	0	0	0.000280	0.000075	
3.8000	0.0067	0.0004	2.0853	0	0	0	0	0	0	0.149880	0.001596	0	0	0	0	0	0	0	0	0	0	0.275680	0.001998	0	0	0.213980	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0	0	0	0	0.000020	0.000020	0.002580	0.000227	0	0	0	0	0.002160	0.000208	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.000020	0.000020	0.000940	0.000137	0	0	0	0	0.000000	0.000000	0.001660	0.000182	0	0	0.341320	0.002120	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0	0	0.008460	0.000410	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.000060	0.000035	0.000080	0.000040	0.002420	0.000220	0.000220	0.000066	0	0	0.000320	0.000080	
3.9000	0.0061	0.0004	2.0770	0	0	0	0	0	0	0.148840	0.001592	0	0	0	0	0	0	0	0	0	0	0.275400	0.001998	0	0	0.213780	0.001833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.002040	0.000202	0	0	0	0	0.002440	0.000221	0	0	0	0	0	0	0.000040	0.000028	0.000060	0.000035	0	0	0	0	0.000000	0.000000	0.001000	0.000141	0	0	0	0	0	0	0.001520	0.000174	0	0	0.343800	0.002124	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.008060	0.000400	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0.000060	0.000035	0.002340	0.000216	0.000240	0.000069	0	0	0.000260	0.000072	
4.0000	0.0054	0.0003	2.0700	0	0	0	0	0	0	0.147900	0.001588	0	0	0	0	0	0	0	0	0	0	0.275080	0.001997	0	0	0.213820	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.001780	0.000189	0	0	0	0	0.002180	0.000209	0	0	0	0	0	0	0.000040	0.000028	0.000100	0.000045	0	0	0	0	0	0	0.000740	0.000122	0	0	0	0	0	0	0.001300	0.000161	0	0	0.345780	0.002127	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.008120	0.000401	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0.000100	0.000045	0.000020	0.000020	0.002380	0.000218	0.000240	0.000069	0	0	0.000340	0.000082	
4.1000	0.0049	0.0003	2.0609	0	0	0	0	0	0	0.147540	0.001586	0	0	0	0	0	0	0	0	0	0	0.275020	0.001997	0	0	0.213880	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0.001900	0.000195	0	0	0	0	0.001980	0.000199	0	0	0	0	0	0	0.000020	0.000020	0.000100	0.000045	0	0	0	0	0	0	0.000900	0.000134	0	0	0	0	0	0	0.001060	0.000146	0	0	0.347480	0.002130	0	0	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0.007340	0.000382	0.000000	0.000000	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000000	0.000000	0.000080	0.000040	0.000140	0.000053	0.002120	0.000206	0.000120	0.000049	0	0	0.000240	0.000069	
4.2000	0.0047	0.0003	2.0539	0	0	0	0	0	0	0.147060	0.001584	0	0	0	0	0	0	0	0	0	0	0.274600	0.001996	0	0	0.213820	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100	0.000045	0.001660	0.000182	0	0	0	0	0.001820	0.000191	0	0	0	0	0	0	0.000020	0.000020	0.000100	0.000045	0	0	0	0	0	0	0.000540	0.000104	0	0	0	0	0	0	0.001080	0.000147	0	0	0.349260	0.002132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007280	0.000380	0.000020	0.000020	0	0	0	0	0.000000	0.000000	0	0	0	0	0	0	0.000100	0.000045	0.000000	0.000000	0.000100	0.000045	0.002000	0.000200	0.000160	0.000057	0	0	0.000280	0.000075	
4.3000	0.0044	0.0003	2.0461	0	0	0	0	0	0	0.146300	0.001580	0	0	0	0	0	0	0	0	0	0	0.274840	0.001997	0	0	0.213800	0.001834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000080	0.000040	0.001500	0.000173	0.000020	0.000020	0	0	0.001580	0.000178	0	0	0	0	0	0	0.000000	0.000000	0.000120	0.000049	0	0	0	0	0	0	0.000600	0.000110	0	0	0	0	0	0	0.001040	0.000144	0	0	0.350900	0.002134	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.006640	0.000363	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0.000060	0.000035	0	0	0.000100	0.000045	0.001920	0.000196	0.000120	0.000049	0	0	0.000300	0.000077	
